ABN,issuer,issuer_address,billing_address,invoice_n,date,date_period,reference_n,billed_to,total_without_GST,GST,total_with_GST,data
18475582526,Fuller-Delacruz Pty Ltd,"1825 Donaldson Trail Suite 137, North Derek, TN 39175","8660 Carlson Pike Apt. 712, Petersside, FM 40277",0bf90925-a8b8-4a09-954e-6867f529bec7,12/01/2012,06/06/1998,1758182,Cory English,725.85,72.59,798.44,"[[""07/10/2009"", ""leverage bleeding-edge deliverables"", 46.59], [""14/02/1995"", ""optimize value-added convergence"", 397.17], [""16/05/2007"", ""enhance virtual communities"", 282.09]]"
39522748195,Vaughn-Garcia Pty Ltd,"214 Cruz Trail Apt. 797, Port Rhonda, AL 44720","4658 Kristin Junctions, New Susantown, ID 29681",54d58ade-625e-4c88-b20a-f539a223cd78,06/09/2001,02/01/2005,3549542,Lauren Davila,282.05,28.21,310.26,"[[""10/04/2020"", ""streamline proactive applications"", 121.25], [""07/06/2006"", ""transition web-enabled networks"", 160.8]]"
86050805757,"Baldwin, Forbes and Torres Pty Ltd","49849 Hines Forges Apt. 934, West Hollyborough, CA 81985","77737 Brent Mountain, Leestad, MS 42953",3fcde1a5-83ad-45b7-ae87-294af9890660,05/05/1997,23/05/2021,5361634,David Horne,526.39,52.64,579.03,"[[""15/01/1995"", ""evolve turn-key systems"", 233.56], [""24/09/2015"", ""utilize transparent supply-chains"", 292.83]]"
92117794660,Jacobson-Mullins Pty Ltd,"8672 Brady Mountains, New Samantha, IN 29644","516 Timothy Rapids, Tiffanyton, VA 30918",9715762a-e68a-4f56-9c2b-07b4b4d5caea,20/09/1993,30/05/2012,7569131,Joshua Hawkins,871.69,87.17,958.86,"[[""04/06/2013"", ""generate clicks-and-mortar supply-chains"", 62.24], [""05/03/2016"", ""deliver transparent infrastructures"", 94.69], [""13/11/1993"", ""maximize value-added mindshare"", 195.92], [""25/10/1994"", ""synergize robust e-markets"", 56.99], [""19/09/2017"", ""visualize distributed web-readiness"", 461.85]]"
20098133014,Brown-Scott Pty Ltd,"180 William Parkways Apt. 846, New Craig, NC 77304","USNV Cruz, FPO AE 03984",ac0df494-3b5d-4b84-9e93-e2d265305eb9,02/09/2015,26/07/2004,8362430,Jillian Ramirez,487.0,48.7,535.7,"[[""16/11/1998"", ""orchestrate plug-and-play experiences"", 86.13], [""15/04/2001"", ""whiteboard transparent methodologies"", 400.87]]"
85391687862,Larson and Sons Pty Ltd,"8073 Nichols Divide, Mooremouth, MH 64231","37743 Daniel Orchard Apt. 759, Danielbury, AS 43817",7fb1f7f0-7f74-4f26-b2b8-f4dd62aa088f,05/05/2003,01/09/2014,4305232,Valerie Campbell,405.02,40.5,445.52,"[[""14/12/2007"", ""facilitate collaborative technologies"", 405.02]]"
86156950161,Hall-Nichols Pty Ltd,"2226 Villa Greens Suite 008, North Brandon, NH 92841","9431 Walker Tunnel Suite 246, Jennyport, SD 78687",8712315f-216b-465b-bd94-c2e1c15e88dc,06/12/1996,24/06/2021,7331513,Kevin Herring,27.38,2.74,30.12,"[[""29/11/2000"", ""maximize 24/7 architectures"", 27.38]]"
72400617342,"Solis, Boyd and Lee Pty Ltd","92024 Alicia Circle Apt. 850, Kathleenbury, DE 12330","82252 Stewart Divide, South Olivia, WY 38925",41504c53-5af5-44f6-b229-457b8a2129e6,12/08/2007,10/07/2010,7634205,Michelle Sanchez,872.66,87.27,959.93,"[[""24/11/2013"", ""deliver interactive supply-chains"", 293.34], [""08/10/2022"", ""engage value-added communities"", 479.23], [""09/09/2013"", ""strategize innovative action-items"", 100.09]]"
9817111838,Rodriguez-Ayers Pty Ltd,"8379 Clayton Avenue Apt. 183, Thomaston, OH 52173","524 Castro Vista Apt. 339, New Lauren, MO 97275",34ebeb8b-a00b-4dec-8a9a-ecf724a70179,18/08/2004,30/12/2016,9594626,Kevin Mcguire,965.98,96.6,1062.58,"[[""03/03/1998"", ""incubate holistic content"", 421.89], [""10/04/2000"", ""exploit B2C eyeballs"", 248.34], [""22/03/1994"", ""visualize virtual e-commerce"", 295.75]]"
73255969181,Mata-Reynolds Pty Ltd,"65874 Perez Key Suite 784, South Anthony, CA 32374","972 Norma Cliff, Ralphport, MD 34076",583507e5-af35-425d-b5db-2791590715b1,10/02/1996,24/08/1998,3299868,Dylan Silva,1039.09,103.91,1143.0,"[[""24/03/1996"", ""aggregate value-added technologies"", 28.99], [""22/07/1996"", ""repurpose frictionless infrastructures"", 296.98], [""05/03/1999"", ""mesh revolutionary bandwidth"", 223.51], [""20/08/2001"", ""visualize value-added content"", 315.95], [""23/07/1995"", ""e-enable customized vortals"", 173.66]]"
12129454118,Cooper Ltd Pty Ltd,"USS Mason, FPO AP 55798","919 Tina Hill Suite 386, Christinaton, MP 98936",01b54ed9-c7af-4b3c-b1cc-6d995a352539,03/08/2017,20/12/1993,3059499,Jessica Valdez,1431.65,143.17,1574.82,"[[""30/05/2007"", ""facilitate magnetic infrastructures"", 77.22], [""06/12/2021"", ""target distributed experiences"", 214.32], [""03/02/2011"", ""e-enable granular metrics"", 483.72], [""08/05/2000"", ""morph ubiquitous schemas"", 425.66], [""14/04/2007"", ""matrix enterprise channels"", 230.73]]"
25453788595,Phillips-Hunter Pty Ltd,"5834 Zachary Flat Apt. 749, Levyland, WV 41684","24246 Justin Plains Apt. 020, West Jennifer, MD 17608",41155bef-d695-4d84-9781-b8565bb9134d,08/10/1994,20/10/2001,3579758,James Moore,319.66,31.97,351.63,"[[""07/04/2007"", ""productize turn-key channels"", 75.4], [""12/02/1996"", ""brand value-added initiatives"", 244.26]]"
41614340085,"Short, Bernard and Jackson Pty Ltd","99452 Hansen Center, Andersonville, MA 27528","6194 Moreno Walk Suite 139, Port Danielleborough, CT 75831",26e837f9-965e-4606-80f3-43154e502c10,11/03/2009,14/12/2016,6475123,Maureen Lee,858.47,85.85,944.32,"[[""17/09/2014"", ""repurpose leading-edge infrastructures"", 371.04], [""16/07/2022"", ""extend holistic action-items"", 487.43]]"
60939251894,"Morgan, Taylor and Johnson Pty Ltd","0014 Dickson Mount, South Robert, PW 66751","82360 Reeves Trail, North Matthew, WY 25715",e7cb0421-2a68-4acb-a93e-431ac9c8a018,20/05/2002,13/06/2022,8745139,Shannon Herrera,344.27,34.43,378.7,"[[""14/05/2013"", ""facilitate value-added convergence"", 113.99], [""19/03/2008"", ""architect 24/7 platforms"", 134.62], [""08/07/2001"", ""syndicate granular portals"", 95.66]]"
91681561206,Hamilton-Lane Pty Ltd,"198 Simpson Islands, Kristopherton, FM 32526","7516 Tucker Roads Apt. 010, Port Patrickton, AK 22138",dde984e9-dbb5-41ab-87f1-4e58992d0abe,01/04/1999,21/08/2017,7585086,Edward Jackson,333.51,33.35,366.86,"[[""13/11/2015"", ""innovate customized e-commerce"", 333.51]]"
9240082464,Carrillo LLC Pty Ltd,"1267 Taylor Mission, Kruegerport, OK 28903","PSC 1265, Box 3085, APO AE 25542",a1b640ad-d92d-414a-8d2c-a4abd0be9deb,05/12/1999,20/03/2018,3330751,Antonio Hernandez,752.58,75.26,827.84,"[[""02/04/2022"", ""harness world-class systems"", 71.25], [""20/10/1994"", ""transform bricks-and-clicks action-items"", 245.58], [""14/07/2004"", ""streamline efficient portals"", 213.33], [""16/02/2005"", ""syndicate revolutionary interfaces"", 222.42]]"
31406222219,Miller-Soto Pty Ltd,"6511 Middleton Street, Obrientown, NC 45828","465 Shaw Knoll Apt. 139, North Alyssashire, MP 24865",7bf0555b-6230-4159-bc09-15d2666f2940,14/10/2017,17/09/2016,4737234,Nicholas Cunningham,687.75,68.78,756.53,"[[""27/12/1998"", ""drive cross-media paradigms"", 151.7], [""23/01/2010"", ""integrate transparent schemas"", 394.93], [""10/02/2009"", ""scale granular infrastructures"", 141.12]]"
11405219865,"Powers, Skinner and Martin Pty Ltd","PSC 7274, Box 3262, APO AE 82983","14085 Elizabeth Square, North Ana, MN 27332",3e2a794e-58a9-4985-a6ec-860cd6a97b99,09/11/2012,18/10/2002,2298143,Bailey Jones,716.01,71.6,787.61,"[[""04/07/1996"", ""re-intermediate rich technologies"", 432.82], [""06/03/2011"", ""architect one-to-one action-items"", 283.19]]"
90743062791,Franco Group Pty Ltd,"2429 Phillips Isle Apt. 986, New Michael, MP 10156","68013 Michael Land Apt. 180, Jenniferland, FL 07308",e8fec328-362a-4d89-9f61-ab8f6e31d91e,16/01/2005,17/03/2011,4642771,Ashley Combs,1200.94,120.09,1321.03,"[[""04/08/2020"", ""productize user-centric interfaces"", 52.24], [""24/06/2017"", ""unleash robust functionalities"", 388.8], [""27/07/2013"", ""matrix viral functionalities"", 335.72], [""12/05/2007"", ""envisioneer ubiquitous partnerships"", 136.69], [""22/07/2014"", ""utilize scalable users"", 287.49]]"
37034640891,Sanford-Simon Pty Ltd,"46569 Lawson Summit, Austinburgh, WA 08045","726 Mark Harbors, New Melissachester, NJ 55662",4a070985-d1f2-4cde-b6b7-cf46465f9e7f,02/06/2017,02/12/2014,9804948,Joseph Harmon,597.25,59.73,656.98,"[[""30/07/2014"", ""grow collaborative applications"", 151.17], [""19/04/1993"", ""productize visionary ROI"", 387.36], [""02/12/2010"", ""mesh impactful portals"", 58.72]]"
1080291775,Meyers LLC Pty Ltd,"77204 Wayne Island, South Rebecca, AR 65832","46170 Reyes Corner Suite 512, Maldonadoview, GU 64088",3f9c06f7-1481-4294-adf9-7185f2c27b20,05/02/2003,07/09/1998,8011280,Jessica Chapman,628.63,62.86,691.49,"[[""24/04/2012"", ""enable world-class applications"", 466.29], [""02/05/2006"", ""harness bleeding-edge web-readiness"", 162.34]]"
66521436253,"Haas, Schwartz and Smith Pty Ltd","Unit 7435 Box 6238, DPO AA 50245","Unit 2983 Box 0314, DPO AA 58726",08388621-0e91-4251-b324-2faa99bf1257,03/01/2000,18/11/2016,236700,Jennifer Spencer,752.26,75.23,827.49,"[[""06/09/2002"", ""re-intermediate user-centric convergence"", 69.82], [""11/07/2010"", ""whiteboard killer solutions"", 112.41], [""18/01/1999"", ""incentivize plug-and-play models"", 482.23], [""19/07/1998"", ""visualize front-end technologies"", 87.8]]"
63932658758,"Adams, Mcintosh and Lyons Pty Ltd","PSC 3057, Box 4825, APO AE 87406","41400 John Parkway Suite 472, Lisahaven, WV 84764",a58879ba-9935-494b-a743-4854c5d2b14c,16/06/2004,21/01/2012,6300277,John Allen,75.18,7.52,82.7,"[[""12/01/2006"", ""brand dynamic niches"", 75.18]]"
58033151384,Green and Sons Pty Ltd,"991 Rojas Views, New Jamieberg, SD 55671","80527 Jacob Parks, North Elizabeth, TX 86093",acb2cbd6-eadf-439c-b14c-a1b08e3e5f79,10/07/1997,17/06/2006,8482457,Nancy Thompson,717.56,71.76,789.32,"[[""09/02/2015"", ""syndicate mission-critical mindshare"", 451.76], [""04/12/2016"", ""extend strategic deliverables"", 265.8]]"
48933071152,"Cox, Jones and Johnson Pty Ltd","61745 Reed Trail, Donaldberg, AS 13505","8725 Jones Fords Apt. 170, Port Jonathan, OR 33713",5d93abb3-4318-4a13-a243-4f033f3a6c85,22/05/2020,12/01/2005,4104546,Kyle James,419.96,42.0,461.96,"[[""04/11/2000"", ""redefine one-to-one platforms"", 109.0], [""18/10/1995"", ""revolutionize integrated models"", 310.96]]"
44876687003,Massey PLC Pty Ltd,"142 Carla Point, East Douglasburgh, TN 82755","2141 Sherry Parkway, North Kenneth, LA 83761",742095d0-3eba-407c-b319-b3171fd1ec64,18/11/1996,15/05/1999,5861786,Shawn Bell,378.28,37.83,416.11,"[[""21/12/1994"", ""innovate global eyeballs"", 58.75], [""13/07/2001"", ""generate granular schemas"", 28.64], [""08/04/1996"", ""engineer visionary web services"", 290.89]]"
30294508907,"Klein, Rodriguez and Cortez Pty Ltd","90664 David Ramp Suite 431, Kellerhaven, WA 89274","66775 Matthew Springs Apt. 342, Robertshire, PA 03375",f23867ed-7669-43f6-ac15-f3b9986d362f,02/12/2011,11/02/2011,8122665,Kathleen Wang,1600.47,160.05,1760.52,"[[""04/08/2014"", ""transform frictionless technologies"", 209.83], [""01/08/2019"", ""implement intuitive vortals"", 343.38], [""23/08/2012"", ""transform frictionless vortals"", 307.97], [""02/10/2011"", ""repurpose integrated info-mediaries"", 383.25], [""11/04/2015"", ""generate interactive e-services"", 356.04]]"
59075301228,Torres-Gray Pty Ltd,"62617 Danny Turnpike, West Barry, MO 40704","0457 Catherine Mountain, Williamsport, NC 91448",b05a304c-e13d-493e-9736-624198cd1655,17/04/2003,28/01/2016,1955459,Maria Chavez,769.81,76.98,846.79,"[[""08/02/2000"", ""scale sticky portals"", 422.33], [""30/06/2006"", ""synthesize open-source channels"", 188.0], [""30/08/2009"", ""harness bricks-and-clicks e-business"", 159.48]]"
67502280206,Melendez Group Pty Ltd,"794 Hughes Locks, Kaylaberg, DC 68996","0377 Douglas Keys Apt. 236, Jordanland, MP 92951",d0d543a6-0860-4ea5-9f9e-b1437ec3afab,13/02/1997,12/04/2011,8043655,Thomas Moss,1460.51,146.05,1606.56,"[[""07/04/2013"", ""strategize viral web services"", 240.42], [""12/05/1993"", ""productize robust content"", 412.75], [""27/02/2020"", ""transition best-of-breed web-readiness"", 80.19], [""24/06/2015"", ""benchmark robust communities"", 374.43], [""21/11/2013"", ""target world-class partnerships"", 352.72]]"
2445631207,"Jordan, Holmes and Boyd Pty Ltd","521 Baker Square, Joshuachester, DC 43291","65547 Sarah Square, Gonzalesshire, GA 30061",6567e3ec-a887-4125-998d-e13bc3a6b966,18/08/2014,14/12/2000,6332258,Rodney Brown,1121.88,112.19,1234.07,"[[""18/07/2012"", ""drive cross-media e-tailers"", 480.6], [""13/03/2013"", ""benchmark distributed bandwidth"", 268.69], [""16/10/1998"", ""synergize holistic niches"", 372.59]]"
19619920743,Bryant-Jimenez Pty Ltd,"3622 Eric Locks, Brianhaven, TX 16946","685 Brittney Passage, Lake Patricia, TX 40369",67b20e80-137b-4405-a553-26042a18b480,04/02/1998,02/07/2006,5385789,Vanessa Jordan,166.86,16.69,183.55,"[[""01/12/1996"", ""seize leading-edge ROI"", 166.86]]"
66979207702,"Daniels, Hicks and Valentine Pty Ltd","Unit 9042 Box 9614, DPO AE 22495","1179 Clayton Mission, Blackburnland, MI 56464",ed7b1c60-f065-412c-ac92-675ecdc437de,24/04/2022,21/09/2003,2870139,Karen Hooper,1109.68,110.97,1220.65,"[[""28/02/2001"", ""empower bleeding-edge partnerships"", 227.5], [""30/06/2011"", ""re-contextualize distributed platforms"", 126.78], [""13/10/2020"", ""e-enable B2B technologies"", 72.92], [""30/05/2000"", ""matrix virtual partnerships"", 268.45], [""17/09/2006"", ""transition innovative infrastructures"", 414.03]]"
8461265831,"Howard, Adams and White Pty Ltd","9528 Turner Mission, West Tracy, HI 55998","690 Guzman Club, North Michael, OR 37972",46c6f5b8-b0fa-4252-9e55-fb9e61b6146b,08/02/2022,20/10/2004,1481103,Crystal Miller,227.04,22.7,249.74,"[[""02/03/1994"", ""strategize interactive e-services"", 227.04]]"
43177642796,"Smith, Daugherty and Moore Pty Ltd","275 Mark Island, New Suzanne, PA 62150","273 Robinson Loop, Cruzview, AK 97640",8edc3821-95ce-466c-9b01-8c622a28f40c,21/04/2000,18/07/1993,7578152,Derek Williams,867.89,86.79,954.68,"[[""14/05/2013"", ""architect sticky niches"", 205.33], [""09/02/2014"", ""e-enable seamless supply-chains"", 445.26], [""04/12/1998"", ""syndicate next-generation solutions"", 217.3]]"
54520454690,Hill-Salinas Pty Ltd,"5084 Erica Spurs Suite 621, Larryhaven, AS 28938","199 Jennifer Via, Bowmanborough, OR 94409",7ba35110-8c64-4938-acbc-3e1bf8346dce,28/10/2000,21/09/1995,2250525,Dylan Fisher,1073.89,107.39,1181.28,"[[""04/10/2022"", ""target sticky content"", 256.33], [""23/02/2002"", ""innovate rich experiences"", 353.97], [""07/03/2005"", ""exploit intuitive initiatives"", 463.59]]"
18161573991,Beck Ltd Pty Ltd,"USCGC Duncan, FPO AE 80416","125 Tucker Extensions Suite 263, Briannaland, CO 94361",55e5de79-1a43-4c57-8d00-4eeb827f9f4a,24/03/2023,12/08/2001,8910432,Mackenzie Farrell,1687.46,168.75,1856.21,"[[""07/12/2009"", ""brand cross-media e-markets"", 418.68], [""23/06/1995"", ""synergize out-of-the-box convergence"", 179.0], [""01/11/2020"", ""unleash leading-edge eyeballs"", 255.75], [""09/03/2023"", ""deliver mission-critical e-services"", 357.84], [""22/10/2010"", ""repurpose revolutionary convergence"", 476.19]]"
82588926205,"Anderson, Wood and Robinson Pty Ltd","1465 Tom Fall, Lake Brittany, GA 84575","9246 Burnett Course, West Markchester, WI 11298",eedd54ec-f508-4c25-b431-24d40ccd9872,26/06/2016,24/03/2000,1190304,Cheryl Ruiz MD,189.28,18.93,208.21,"[[""13/11/2011"", ""engineer front-end markets"", 189.28]]"
80211396933,"Johnson, Chavez and Alexander Pty Ltd","PSC 5740, Box 3230, APO AP 51661","948 Jennifer Via Suite 664, Kevinville, OH 04349",feb0f35e-1ef4-4958-aebc-ddb542389675,22/03/1994,17/08/2013,5536686,Jeremy Parker,280.25,28.03,308.28,"[[""12/12/2003"", ""transform collaborative technologies"", 280.25]]"
19536321085,"Chambers, Taylor and Barber Pty Ltd","40676 Hurley Drive Apt. 367, Danielborough, ND 14316","7309 Jennifer Islands, Tamarashire, VT 53823",1e3f4fd4-ca08-4583-ae70-ea8c8d357fe0,15/11/2006,24/01/2008,4500566,David Higgins,92.9,9.29,102.19,"[[""27/07/2009"", ""orchestrate dynamic technologies"", 92.9]]"
38900678861,Richmond Group Pty Ltd,"Unit 7983 Box 7928, DPO AE 69535","60364 Gardner Inlet, North Cherylstad, CO 93807",1f4b5ad8-abe9-4b11-a500-bcd6a796e92c,20/02/2020,14/12/2019,9855892,Brian Brown,1176.9,117.69,1294.59,"[[""02/06/2006"", ""grow bleeding-edge e-services"", 413.67], [""30/08/1996"", ""cultivate extensible infrastructures"", 80.12], [""15/09/2012"", ""harness back-end technologies"", 387.65], [""31/12/2002"", ""embrace clicks-and-mortar channels"", 295.46]]"
15501624857,Chambers-Mccoy Pty Ltd,"Unit 9538 Box 4832, DPO AE 40052","124 Maxwell Inlet, New Jade, LA 41216",e790fca7-f161-4ffb-afcd-17032a471705,26/04/2012,17/10/2001,7951590,John Stewart,1152.69,115.27,1267.96,"[[""11/12/2021"", ""reinvent interactive networks"", 439.05], [""04/12/2012"", ""incubate seamless supply-chains"", 223.5], [""07/09/2001"", ""repurpose distributed portals"", 490.14]]"
26463006731,"Lopez, Gibbs and Santos Pty Ltd","9751 Torres Inlet, Johnberg, MA 01436","PSC 3726, Box 6503, APO AA 41373",259e264b-0c39-4cfb-96e5-3000a10cfcf6,08/04/2002,27/04/2007,2936254,Connor Torres,910.48,91.05,1001.53,"[[""21/09/2000"", ""streamline leading-edge channels"", 324.57], [""27/09/1999"", ""expedite collaborative schemas"", 64.05], [""23/11/2017"", ""seize strategic e-services"", 229.57], [""19/11/2007"", ""target global web-readiness"", 100.7], [""17/11/2011"", ""incubate vertical technologies"", 191.59]]"
45057382649,Nielsen-Martinez Pty Ltd,"131 Sarah Course Suite 557, Allenbury, PW 56286","67758 Simpson Coves, Lake Ashleyton, ID 54315",41833628-d80c-4556-b7c4-c71d44777c45,29/05/2000,16/06/2007,2656329,Steven Reid,510.3,51.03,561.33,"[[""11/06/1994"", ""leverage end-to-end communities"", 10.04], [""28/07/1994"", ""exploit plug-and-play action-items"", 294.54], [""13/04/2013"", ""matrix dot-com models"", 205.72]]"
97350477790,"Lawrence, Barrett and Sanders Pty Ltd","451 Jeffrey Knolls Apt. 058, Barrettmouth, MD 13533","2147 Roberts Port Suite 790, Alexismouth, WA 27680",43421e78-df6b-498b-bb84-ae488adabcc9,27/08/1999,02/10/1998,6012032,Meghan Richard,101.08,10.11,111.19,"[[""23/09/1997"", ""reinvent efficient initiatives"", 101.08]]"
91364790897,Adams Ltd Pty Ltd,"55029 Tony Islands, South Michellebury, WV 77460","28699 Williams Pine Suite 052, New Josemouth, VA 02081",55b8a515-ba86-4d7d-b700-ad448aba91a8,02/08/1993,26/05/2022,8897602,Sherry Patton,953.01,95.3,1048.31,"[[""09/02/2016"", ""e-enable B2B solutions"", 304.53], [""03/11/1993"", ""engineer open-source partnerships"", 294.52], [""29/09/2003"", ""benchmark bricks-and-clicks e-business"", 353.96]]"
47278719027,Davis PLC Pty Ltd,"PSC 0142, Box 1124, APO AA 38764","86105 Green Field, Lake Adrian, NV 05112",9c5e3dbf-b202-4e26-b32f-f0a543714e03,12/02/1999,10/10/1998,2286172,William Smith,159.12,15.91,175.03,"[[""14/02/2013"", ""monetize magnetic vortals"", 15.79], [""26/01/2018"", ""whiteboard cutting-edge interfaces"", 143.33]]"
55833969221,Smith-Case Pty Ltd,"37243 Brianna Way Apt. 852, Smithburgh, FM 46032","844 Torres Square Apt. 163, Marthachester, MT 32290",78c40b57-1c2b-4a53-bc95-f7d6198e5da2,18/02/2021,19/09/2003,1063384,Katherine Andrews,513.82,51.38,565.2,"[[""21/07/2022"", ""maximize magnetic markets"", 105.56], [""04/06/2021"", ""incubate extensible markets"", 408.26]]"
57524498594,"Gay, Bradley and Mcintyre Pty Ltd","4998 Jackson Inlet Apt. 833, South Lisa, FM 67809","4758 Hubbard Mews Suite 623, Cherylberg, NY 14283",209e1d0c-3330-468c-a93c-972d03ea0964,20/01/2004,11/05/1996,9679719,David Williams,466.7,46.67,513.37,"[[""17/01/2018"", ""engineer customized web-readiness"", 466.7]]"
34832744941,"Norman, Nielsen and Bennett Pty Ltd","0160 Lindsey Isle Suite 765, West Carlosbury, CA 40376","684 Chad Port, Butlerville, AZ 42141",4067153c-97f3-4746-b62b-08bef4637f71,12/11/2013,07/03/1995,4640259,Tony Patrick,1667.2,166.72,1833.92,"[[""29/07/2019"", ""expedite leading-edge systems"", 397.38], [""29/12/2005"", ""target compelling interfaces"", 243.69], [""19/03/2005"", ""transform extensible action-items"", 417.89], [""23/06/1998"", ""revolutionize B2B ROI"", 402.61], [""21/06/2003"", ""evolve distributed technologies"", 205.63]]"
29611301967,"Harris, Torres and Scott Pty Ltd","PSC 0831, Box 6624, APO AE 30785","44802 Anthony Green, Port Janetfurt, DE 99583",62fa6069-e583-4d1f-8d04-d4770e1e6120,05/05/1998,31/05/1995,5528839,David Lynch,852.69,85.27,937.96,"[[""21/12/2001"", ""expedite web-enabled functionalities"", 446.51], [""28/02/2011"", ""synthesize user-centric markets"", 181.22], [""26/05/2014"", ""envisioneer bricks-and-clicks models"", 224.96]]"
59865104897,Wade Inc Pty Ltd,"USCGC Clark, FPO AP 10687","8831 Jennifer Plains, Christopherport, PR 10330",a55e93de-27e4-4034-a15a-f2601e141bbd,06/12/2020,27/07/1996,3525922,Debra Butler,598.35,59.84,658.19,"[[""04/02/2008"", ""enhance customized e-services"", 287.5], [""23/03/2013"", ""synergize sticky experiences"", 206.7], [""01/07/2008"", ""aggregate next-generation web-readiness"", 104.15]]"
81524552381,"Ross, Powell and Williams Pty Ltd","PSC 4073, Box 4219, APO AE 65508","6350 Steven Cliff Suite 539, New Thomasborough, MS 69228",1cfe8b4c-ada7-4780-9997-ab47704b1a00,19/12/2020,24/11/1995,8208150,Vanessa Nunez,1222.03,122.2,1344.23,"[[""01/03/2022"", ""enhance proactive web services"", 404.77], [""19/02/1997"", ""harness enterprise convergence"", 49.59], [""30/06/2022"", ""envisioneer sticky users"", 412.14], [""15/05/2005"", ""empower cross-media channels"", 355.53]]"
82019076712,"Williams, Shaffer and Hull Pty Ltd","70867 Jordan Field Apt. 836, Thomasville, DE 48276","98802 Grant Key Apt. 207, Aaronborough, UT 66924",a840db7c-5bd9-4a90-8415-9472dcff8420,16/05/2005,27/09/2014,3844065,Eric Mckee,556.74,55.67,612.41,"[[""13/12/1995"", ""extend innovative solutions"", 406.87], [""15/09/2010"", ""exploit frictionless functionalities"", 149.87]]"
23779291481,Carr LLC Pty Ltd,"4165 Sarah Course Suite 341, South Tiffanyton, FM 96768","0293 Stafford Mission, East Benjamin, WI 07530",77af4bc3-2c94-4db7-9c5d-37884c16b9dc,19/01/2008,05/10/2007,706585,David Martinez,451.95,45.2,497.15,"[[""26/03/1998"", ""reinvent front-end action-items"", 180.33], [""08/09/1995"", ""envisioneer front-end models"", 271.62]]"
96421520390,"Schwartz, Parker and Fisher Pty Ltd","6662 Davis Trafficway Suite 747, Ambermouth, KS 36124","2805 Orr Well Apt. 969, North Patricialand, UT 04422",09106125-c0ac-43ec-8dc9-604ce1aac6cd,02/07/2019,22/10/2010,2451959,Jessica Wise,707.06,70.71,777.77,"[[""18/06/1996"", ""harness revolutionary communities"", 361.58], [""11/06/2007"", ""innovate B2C technologies"", 345.48]]"
92797496774,"Curry, Yates and Alvarez Pty Ltd","72993 Melody Spring, Jonathanchester, GU 32364","13814 Sarah Plaza, North Nathan, VA 18518",258da72b-3e7b-4a38-ac2c-a58d105529f1,11/09/2020,03/06/2000,7888098,Tammy Cordova,57.59,5.76,63.35,"[[""23/07/1997"", ""harness integrated technologies"", 57.59]]"
38562638590,Smith-Patterson Pty Ltd,"15385 Anderson Shores, East Steven, ID 03338","483 Johnson Mews Suite 041, Zimmermanberg, NJ 18792",2832b640-87fe-4b72-89ff-c9e4c07120bc,15/12/2003,05/06/1996,6793244,Bryan Mcfarland,446.72,44.67,491.39,"[[""05/06/2002"", ""incentivize holistic content"", 441.78], [""12/11/1997"", ""exploit ubiquitous applications"", 4.94]]"
84734742999,Trevino PLC Pty Ltd,"06084 Scott Islands Suite 985, New Laurenbury, IL 98527","399 Debra Light, New Eric, NC 36046",e3408b64-468e-4cc0-abd1-8a5a22ea654f,16/03/1998,26/07/1998,8065477,Kenneth Turner,909.74,90.97,1000.71,"[[""12/07/2013"", ""scale 24/365 content"", 33.12], [""09/07/2009"", ""matrix rich platforms"", 403.77], [""21/08/1998"", ""enhance value-added users"", 360.57], [""31/10/1998"", ""visualize value-added bandwidth"", 112.28]]"
40592726283,Spears and Sons Pty Ltd,"625 Garcia Falls, New Lisamouth, FM 54069","85677 Boyd Island, Derekburgh, MA 91249",fce6d9f5-d112-499b-bfd2-fb9e54d9244c,14/10/2016,06/04/2022,2616427,Timothy Osborne,901.41,90.14,991.55,"[[""27/12/2000"", ""matrix 24/7 supply-chains"", 453.3], [""30/06/1997"", ""morph clicks-and-mortar eyeballs"", 448.11]]"
99745799642,"Smith, Watkins and Blackwell Pty Ltd","9839 Martinez Circle Apt. 595, Careyville, NM 01255","7524 Thomas Via, Lake Mary, WI 54074",cfd4b45e-898d-4dbe-a5b3-20fff1b1fb29,01/04/1994,17/04/2016,9125004,Eric Bennett,429.91,42.99,472.9,"[[""16/01/2013"", ""scale plug-and-play web services"", 429.91]]"
12878631293,Munoz-Turner Pty Ltd,"22950 Kimberly Avenue Suite 764, Huangside, MS 67164","429 Rich Branch, Kiddfort, PW 14418",d63f7cd5-c370-448a-a740-2ddf9a961522,30/05/2007,23/10/2016,2759177,Dr. Theresa Arnold,1220.99,122.1,1343.09,"[[""25/10/2003"", ""mesh bleeding-edge communities"", 157.49], [""20/04/2004"", ""maximize back-end niches"", 499.69], [""20/09/2022"", ""optimize innovative e-business"", 491.68], [""26/11/2000"", ""brand leading-edge metrics"", 72.13]]"
20690462919,Alvarado-Costa Pty Ltd,"00941 Marilyn Shores, South Mark, MD 67506","952 Weber Plaza, Nicholasside, MS 85522",4105dced-1c9e-4f92-9112-6bbe458eaa7f,20/05/2005,03/07/2022,8334960,Deborah Campbell,905.77,90.58,996.35,"[[""02/11/2018"", ""e-enable innovative paradigms"", 198.34], [""17/10/2008"", ""cultivate integrated users"", 76.06], [""01/03/1996"", ""productize e-business ROI"", 177.31], [""28/07/1998"", ""synergize open-source architectures"", 454.06]]"
