label,word,coordinates
irrelevant,pay,"(203.57000732421875, 530.0800170898438, 216.63475036621094, 539.0800170898438)"
irrelevant,within,"(218.4499969482422, 530.0800170898438, 241.52052307128906, 539.0800170898438)"
relevant,33,"(243.2899932861328, 530.0800170898438, 252.41151428222656, 539.0800170898438)"
irrelevant,days,"(254.3300018310547, 530.0800170898438, 270.3240051269531, 539.0800170898438)"
irrelevant,phone,"(60.14400100708008, 602.2300415039062, 86.1385498046875, 611.2300415039062)"
relevant,17253868276x67701,"(60.14400100708008, 617.4700317382812, 147.6065216064453, 626.4700317382812)"
irrelevant,web,"(60.14400100708008, 650.1099853515625, 77.04550170898438, 659.1099853515625)"
relevant,httpochoabiz,"(60.14400100708008, 665.3500366210938, 121.69705200195312, 674.3500366210938)"
irrelevant,postal,"(60.14400100708008, 697.989990234375, 88.2636947631836, 706.989990234375)"
irrelevant,address,"(90.02400207519531, 697.989990234375, 123.19324493408203, 706.989990234375)"
relevant,4974,"(60.14400100708008, 709.75, 78.39453125, 718.75)"
relevant,donovan,"(80.43000793457031, 709.75, 113.31051635742188, 718.75)"
relevant,key,"(115.34099578857422, 709.75, 128.51373291015625, 718.75)"
relevant,suite,"(130.55099487304688, 709.75, 148.95204162597656, 718.75)"
relevant,809,"(60.14400100708008, 719.2300415039062, 73.82552337646484, 728.2300415039062)"
relevant,pamelaberg,"(60.14400100708008, 728.8300170898438, 105.8145980834961, 737.8300170898438)"
relevant,oh,"(107.87098693847656, 728.8300170898438, 119.472412109375, 737.8300170898438)"
relevant,10497,"(121.53298950195312, 728.8300170898438, 144.34652709960938, 737.8300170898438)"
relevant,mcconnell,"(58.4640007019043, 56.1300048828125, 146.5693359375, 77.1300048828125)"
relevant,llc,"(58.4640007019043, 70.42999267578125, 87.18126678466797, 91.42999267578125)"
irrelevant,business,"(60.14400100708008, 110.1500244140625, 95.58125305175781, 119.1500244140625)"
irrelevant,code,"(97.2239990234375, 110.1500244140625, 117.22453308105469, 119.1500244140625)"
relevant,8334160,"(60.14400100708008, 125.27001953125, 92.06551361083984, 134.27001953125)"
irrelevant,invoice,"(178.3699951171875, 106.7900390625, 209.00852966308594, 115.7900390625)"
relevant,39692,"(216.1699981689453, 106.7900390625, 238.4915313720703, 115.7900390625)"
irrelevant,date,"(178.3699951171875, 157.42999267578125, 197.1735382080078, 166.42999267578125)"
relevant,20190801,"(178.3699951171875, 172.6700439453125, 220.37152099609375, 181.6700439453125)"
irrelevant,issued,"(178.3699951171875, 204.95001220703125, 204.5351104736328, 213.95001220703125)"
irrelevant,to,"(206.2100067138672, 204.95001220703125, 216.36898803710938, 213.95001220703125)"
relevant,williamhallexamplecom,"(178.3699951171875, 230.030029296875, 272.6795349121094, 239.030029296875)"
irrelevant,description,"(157.6999969482422, 258.02001953125, 206.89854431152344, 267.02001953125)"
irrelevant,rate,"(320.7099914550781, 258.02001953125, 339.6035461425781, 267.02001953125)"
irrelevant,qty,"(395.3800048828125, 258.02001953125, 410.3317565917969, 267.02001953125)"
irrelevant,total,"(481.5400085449219, 258.02001953125, 505.33074951171875, 267.02001953125)"
relevant,deliver,"(157.6999969482422, 269.300048828125, 182.6717071533203, 278.300048828125)"
relevant,impactful,"(184.70901489257812, 269.300048828125, 219.27346801757812, 278.300048828125)"
relevant,synergies,"(221.4020538330078, 269.300048828125, 255.63009643554688, 278.300048828125)"
relevant,43799,"(320.7099914550781, 269.300048828125, 345.7914733886719, 278.300048828125)"
relevant,3,"(395.3800048828125, 269.300048828125, 399.9415283203125, 278.300048828125)"
relevant,131397,"(481.5400085449219, 269.300048828125, 515.7445068359375, 278.300048828125)"
relevant,iterate,"(157.6999969482422, 305.05999755859375, 182.1040496826172, 314.05999755859375)"
relevant,vertical,"(184.09701538085938, 305.05999755859375, 211.10145568847656, 314.05999755859375)"
relevant,bandwidth,"(213.14002990722656, 305.05999755859375, 252.6265869140625, 314.05999755859375)"
relevant,5079,"(320.7099914550781, 305.05999755859375, 341.2284851074219, 314.05999755859375)"
relevant,3,"(395.3800048828125, 305.05999755859375, 399.9415283203125, 314.05999755859375)"
relevant,15237,"(481.5400085449219, 305.05999755859375, 511.1814880371094, 314.05999755859375)"
relevant,unleash,"(157.6999969482422, 340.82000732421875, 186.17955017089844, 349.82000732421875)"
relevant,innovative,"(188.1650390625, 340.82000732421875, 226.4830780029297, 349.82000732421875)"
relevant,channels,"(228.467041015625, 340.82000732421875, 260.8770751953125, 349.82000732421875)"
relevant,25354,"(320.7099914550781, 340.82000732421875, 345.7914733886719, 349.82000732421875)"
relevant,7,"(395.3800048828125, 340.82000732421875, 399.9415283203125, 349.82000732421875)"
relevant,177478,"(481.5400085449219, 340.82000732421875, 515.7445068359375, 349.82000732421875)"
relevant,facilitate,"(157.6999969482422, 376.58001708984375, 189.5560760498047, 385.58001708984375)"
relevant,killer,"(191.53103637695312, 376.58001708984375, 209.4287567138672, 385.58001708984375)"
relevant,solutions,"(211.466064453125, 376.58001708984375, 244.5871124267578, 385.58001708984375)"
relevant,22653,"(320.7099914550781, 376.58001708984375, 345.7914733886719, 385.58001708984375)"
relevant,2,"(395.3800048828125, 376.58001708984375, 399.9415283203125, 385.58001708984375)"
relevant,45306,"(481.5400085449219, 376.58001708984375, 511.1814880371094, 385.58001708984375)"
relevant,grow,"(157.6999969482422, 412.34002685546875, 176.24758911132812, 421.34002685546875)"
relevant,dynamic,"(178.31898498535156, 412.34002685546875, 209.14266967773438, 421.34002685546875)"
relevant,channels,"(211.19601440429688, 412.34002685546875, 243.49806213378906, 421.34002685546875)"
relevant,6173,"(320.7099914550781, 412.34002685546875, 341.2284851074219, 421.34002685546875)"
relevant,4,"(395.3800048828125, 412.34002685546875, 399.9415283203125, 421.34002685546875)"
relevant,24692,"(481.5400085449219, 412.34002685546875, 511.1814880371094, 421.34002685546875)"
irrelevant,sub,"(417.1000061035156, 479.08001708984375, 431.8505554199219, 488.08001708984375)"
irrelevant,total,"(432.4599914550781, 479.08001708984375, 456.250732421875, 488.08001708984375)"
irrelevant,tax,"(417.1000061035156, 491.32000732421875, 430.89739990234375, 500.32000732421875)"
irrelevant,total,"(417.1000061035156, 503.9200439453125, 446.60198974609375, 516.3130493164062)"
relevant,39411,"(473.3800048828125, 478.96002197265625, 497.8494567871094, 487.96002197265625)"
relevant,52134,"(477.94000244140625, 491.5600280761719, 502.4094543457031, 500.5600280761719)"
relevant,446244,"(476.8599853515625, 504.760009765625, 508.88201904296875, 517.1530151367188)"
irrelevant,payment,"(178.3699951171875, 545.6800537109375, 214.90371704101562, 554.6800537109375)"
irrelevant,by,"(216.77000427246094, 545.6800537109375, 226.07574462890625, 554.6800537109375)"
irrelevant,bank,"(227.80999755859375, 545.6800537109375, 248.32577514648438, 554.6800537109375)"
irrelevant,transfer,"(250.1300048828125, 545.6800537109375, 287.1737976074219, 554.6800537109375)"
irrelevant,name,"(178.3699951171875, 557.4400634765625, 202.52218627929688, 566.4400634765625)"
irrelevant,bailey,"(204.52398681640625, 557.4400634765625, 226.34573364257812, 566.4400634765625)"
irrelevant,dupont,"(228.38299560546875, 557.4400634765625, 255.86866760253906, 566.4400634765625)"
irrelevant,number,"(257.90301513671875, 557.4400634765625, 290.4252014160156, 566.4400634765625)"
irrelevant,0123,"(291.9100036621094, 557.4400634765625, 310.26849365234375, 566.4400634765625)"
irrelevant,4567,"(178.3699951171875, 566.9200439453125, 196.61151123046875, 575.9200439453125)"
irrelevant,8901,"(198.0500030517578, 566.9200439453125, 216.29151916503906, 575.9200439453125)"
irrelevant,please,"(178.3699951171875, 580.239990234375, 201.81103515625, 589.239990234375)"
irrelevant,pay,"(203.57000732421875, 580.239990234375, 216.63475036621094, 589.239990234375)"
irrelevant,within,"(218.4499969482422, 580.239990234375, 241.52052307128906, 589.239990234375)"
relevant,38,"(243.2899932861328, 580.239990234375, 252.41151428222656, 589.239990234375)"
irrelevant,days,"(254.3300018310547, 580.239990234375, 270.3240051269531, 589.239990234375)"
irrelevant,phone,"(60.14400100708008, 652.27001953125, 86.1385498046875, 661.27001953125)"
relevant,1182332176,"(60.14400100708008, 667.510009765625, 104.77354431152344, 676.510009765625)"
irrelevant,web,"(60.14400100708008, 700.1500244140625, 77.04550170898438, 709.1500244140625)"
relevant,httpswwwbakercom,"(60.14400100708008, 715.3900146484375, 150.14605712890625, 724.3900146484375)"
irrelevant,postal,"(60.14400100708008, 748.14599609375, 88.2636947631836, 757.14599609375)"
irrelevant,address,"(90.02400207519531, 748.14599609375, 123.19324493408203, 757.14599609375)"
relevant,unit,"(60.14400100708008, 759.8099975585938, 75.64164733886719, 768.8099975585938)"
relevant,4536,"(77.67599487304688, 759.8099975585938, 95.92652893066406, 768.8099975585938)"
relevant,box,"(97.96200561523438, 759.8099975585938, 111.55296325683594, 768.8099975585938)"
relevant,7273,"(113.6400146484375, 759.8099975585938, 131.8905487060547, 768.8099975585938)"
relevant,dpo,"(60.14400100708008, 769.2900390625, 76.29098510742188, 778.2900390625)"
relevant,aa,"(78.3689956665039, 769.2900390625, 88.74251556396484, 778.2900390625)"
relevant,34642,"(90.72599029541016, 769.2900390625, 113.5395278930664, 778.2900390625)"
relevant,sandoval,"(58.4640007019043, 56.1300048828125, 134.89332580566406, 77.1300048828125)"
relevant,and,"(58.4640007019043, 70.42999267578125, 90.37120056152344, 91.42999267578125)"
relevant,sons,"(94.94099426269531, 70.42999267578125, 134.57037353515625, 91.42999267578125)"
irrelevant,business,"(60.14400100708008, 110.1500244140625, 95.58125305175781, 119.1500244140625)"
irrelevant,code,"(97.2239990234375, 110.1500244140625, 117.22453308105469, 119.1500244140625)"
relevant,2813629,"(60.14400100708008, 125.27001953125, 92.06551361083984, 134.27001953125)"
irrelevant,invoice,"(178.3699951171875, 106.7900390625, 209.00852966308594, 115.7900390625)"
relevant,4301,"(216.1699981689453, 106.7900390625, 234.05152893066406, 115.7900390625)"
irrelevant,date,"(178.3699951171875, 157.42999267578125, 197.1735382080078, 166.42999267578125)"
relevant,20211023,"(178.3699951171875, 172.6700439453125, 220.37152099609375, 181.6700439453125)"
irrelevant,issued,"(178.3699951171875, 204.95001220703125, 204.5351104736328, 213.95001220703125)"
irrelevant,to,"(206.2100067138672, 204.95001220703125, 216.36898803710938, 213.95001220703125)"
relevant,holderjamesexamplenet,"(178.3699951171875, 230.030029296875, 275.3536071777344, 239.030029296875)"
irrelevant,description,"(157.6999969482422, 258.02001953125, 206.89854431152344, 267.02001953125)"
irrelevant,rate,"(320.7099914550781, 258.02001953125, 339.6035461425781, 267.02001953125)"
irrelevant,qty,"(395.3800048828125, 258.02001953125, 410.3317565917969, 267.02001953125)"
irrelevant,total,"(481.5400085449219, 258.02001953125, 505.33074951171875, 267.02001953125)"
relevant,generate,"(157.6999969482422, 269.300048828125, 190.49205017089844, 278.300048828125)"
relevant,revolutionary,"(192.48501586914062, 269.300048828125, 241.80178833007812, 278.300048828125)"
relevant,experiences,"(243.83905029296875, 269.300048828125, 287.64300537109375, 278.300048828125)"
relevant,15184,"(320.7099914550781, 269.300048828125, 345.7914733886719, 278.300048828125)"
relevant,2,"(395.3800048828125, 269.300048828125, 399.9415283203125, 278.300048828125)"
relevant,30368,"(481.5400085449219, 269.300048828125, 511.1814880371094, 278.300048828125)"
relevant,aggregate,"(157.6999969482422, 305.05999755859375, 194.10104370117188, 314.05999755859375)"
relevant,missioncritical,"(196.09400939941406, 305.05999755859375, 250.97145080566406, 314.05999755859375)"
relevant,interfaces,"(253.01002502441406, 305.05999755859375, 289.3710632324219, 314.05999755859375)"
relevant,20167,"(320.7099914550781, 305.05999755859375, 345.7914733886719, 314.05999755859375)"
relevant,2,"(395.3800048828125, 305.05999755859375, 399.9415283203125, 314.05999755859375)"
relevant,40334,"(481.5400085449219, 305.05999755859375, 511.1814880371094, 314.05999755859375)"
irrelevant,sub,"(417.1000061035156, 371.9000244140625, 431.8505554199219, 380.9000244140625)"
irrelevant,total,"(432.4599914550781, 371.9000244140625, 456.250732421875, 380.9000244140625)"
irrelevant,tax,"(417.1000061035156, 384.02001953125, 430.89739990234375, 393.02001953125)"
irrelevant,total,"(417.1000061035156, 396.6200256347656, 446.60198974609375, 409.0130310058594)"
relevant,70702,"(473.3800048828125, 371.6600341796875, 497.8494567871094, 380.6600341796875)"
relevant,6052,"(477.94000244140625, 384.260009765625, 497.97247314453125, 393.260009765625)"
relevant,76754,"(476.8599853515625, 397.58001708984375, 503.9590148925781, 409.9730224609375)"
irrelevant,payment,"(178.3699951171875, 438.4000244140625, 214.90371704101562, 447.4000244140625)"
irrelevant,by,"(216.77000427246094, 438.4000244140625, 226.07574462890625, 447.4000244140625)"
irrelevant,bank,"(227.80999755859375, 438.4000244140625, 248.32577514648438, 447.4000244140625)"
irrelevant,transfer,"(250.1300048828125, 438.4000244140625, 287.1737976074219, 447.4000244140625)"
irrelevant,name,"(178.3699951171875, 450.1600341796875, 202.52218627929688, 459.1600341796875)"
irrelevant,bailey,"(204.52398681640625, 450.1600341796875, 226.34573364257812, 459.1600341796875)"
irrelevant,dupont,"(228.38299560546875, 450.1600341796875, 255.86866760253906, 459.1600341796875)"
irrelevant,number,"(257.90301513671875, 450.1600341796875, 290.4252014160156, 459.1600341796875)"
irrelevant,0123,"(291.9100036621094, 450.1600341796875, 310.26849365234375, 459.1600341796875)"
irrelevant,4567,"(178.3699951171875, 459.6400146484375, 196.61151123046875, 468.6400146484375)"
irrelevant,8901,"(198.0500030517578, 459.6400146484375, 216.29151916503906, 468.6400146484375)"
irrelevant,please,"(178.3699951171875, 472.96002197265625, 201.81103515625, 481.96002197265625)"
irrelevant,pay,"(203.57000732421875, 472.96002197265625, 216.63475036621094, 481.96002197265625)"
irrelevant,within,"(218.4499969482422, 472.96002197265625, 241.52052307128906, 481.96002197265625)"
relevant,5,"(243.2899932861328, 472.96002197265625, 247.8515167236328, 481.96002197265625)"
irrelevant,days,"(249.77000427246094, 472.96002197265625, 265.7640075683594, 481.96002197265625)"
irrelevant,phone,"(60.14400100708008, 544.9600219726562, 86.1385498046875, 553.9600219726562)"
relevant,5845868101x816,"(60.14400100708008, 560.2000122070312, 127.2105484008789, 569.2000122070312)"
irrelevant,web,"(60.14400100708008, 592.989990234375, 77.04550170898438, 601.989990234375)"
relevant,httpswwwfloydcom,"(60.14400100708008, 608.2300415039062, 147.74305725097656, 617.2300415039062)"
irrelevant,postal,"(60.14400100708008, 640.8699951171875, 88.2636947631836, 649.8699951171875)"
irrelevant,address,"(90.02400207519531, 640.8699951171875, 123.19324493408203, 649.8699951171875)"
relevant,46065,"(60.14400100708008, 652.6300048828125, 82.95753479003906, 661.6300048828125)"
relevant,james,"(84.99301147460938, 652.6300048828125, 107.36803436279297, 661.6300048828125)"
relevant,creek,"(109.33800506591797, 652.6300048828125, 130.23231506347656, 661.6300048828125)"
relevant,suite,"(132.36900329589844, 652.6300048828125, 150.76104736328125, 661.6300048828125)"
relevant,019,"(60.14400100708008, 662.1099853515625, 73.82552337646484, 671.1099853515625)"
relevant,jenniferton,"(60.14400100708008, 671.5900268554688, 104.00560760498047, 680.5900268554688)"
relevant,ar,"(106.06199645996094, 671.5900268554688, 116.11471557617188, 680.5900268554688)"
relevant,99311,"(118.17599487304688, 671.5900268554688, 140.98953247070312, 680.5900268554688)"
irrelevant,cox,"(58.4640007019043, 56.1300048828125, 95.85320281982422, 77.1300048828125)"
irrelevant,wright,"(58.4640007019043, 70.42999267578125, 116.6331787109375, 91.42999267578125)"
irrelevant,business,"(60.14400100708008, 110.1500244140625, 95.58125305175781, 119.1500244140625)"
irrelevant,code,"(97.2239990234375, 110.1500244140625, 117.22453308105469, 119.1500244140625)"
relevant,2756380,"(60.14400100708008, 125.27001953125, 92.06551361083984, 134.27001953125)"
irrelevant,invoice,"(178.3699951171875, 106.7900390625, 209.00852966308594, 115.7900390625)"
relevant,72340,"(216.1699981689453, 106.7900390625, 238.4915313720703, 115.7900390625)"
irrelevant,date,"(178.3699951171875, 157.42999267578125, 197.1735382080078, 166.42999267578125)"
relevant,20180706,"(178.3699951171875, 172.6700439453125, 220.37152099609375, 181.6700439453125)"
irrelevant,issued,"(178.3699951171875, 204.95001220703125, 204.5351104736328, 213.95001220703125)"
irrelevant,to,"(206.2100067138672, 204.95001220703125, 216.36898803710938, 213.95001220703125)"
relevant,heidistoneexamplecom,"(178.3699951171875, 230.030029296875, 271.9775085449219, 239.030029296875)"
irrelevant,description,"(157.6999969482422, 258.02001953125, 206.89854431152344, 267.02001953125)"
irrelevant,rate,"(320.7099914550781, 258.02001953125, 339.6035461425781, 267.02001953125)"
irrelevant,qty,"(395.3800048828125, 258.02001953125, 410.3317565917969, 267.02001953125)"
irrelevant,total,"(481.5400085449219, 258.02001953125, 505.33074951171875, 267.02001953125)"
relevant,productize,"(157.6999969482422, 269.300048828125, 196.5940399169922, 278.300048828125)"
relevant,killer,"(198.58700561523438, 269.300048828125, 216.48472595214844, 278.300048828125)"
relevant,portals,"(218.52203369140625, 269.300048828125, 244.08306884765625, 278.300048828125)"
relevant,34148,"(320.7099914550781, 269.300048828125, 345.7914733886719, 278.300048828125)"
relevant,8,"(395.3800048828125, 269.300048828125, 399.9415283203125, 278.300048828125)"
relevant,273184,"(481.5400085449219, 269.300048828125, 515.7445068359375, 278.300048828125)"
relevant,cultivate,"(157.6999969482422, 305.05999755859375, 189.16905212402344, 314.05999755859375)"
relevant,revolutionary,"(191.1710205078125, 305.05999755859375, 240.47879028320312, 314.05999755859375)"
relevant,channels,"(242.51605224609375, 305.05999755859375, 274.8090515136719, 314.05999755859375)"
relevant,14791,"(320.7099914550781, 305.05999755859375, 345.7914733886719, 314.05999755859375)"
relevant,10,"(395.3800048828125, 305.05999755859375, 404.50152587890625, 314.05999755859375)"
relevant,14791,"(481.5400085449219, 305.05999755859375, 511.1814880371094, 314.05999755859375)"
irrelevant,sub,"(417.1000061035156, 371.9000244140625, 431.8505554199219, 380.9000244140625)"
irrelevant,total,"(432.4599914550781, 371.9000244140625, 456.250732421875, 380.9000244140625)"
irrelevant,tax,"(417.1000061035156, 384.02001953125, 430.89739990234375, 393.02001953125)"
irrelevant,total,"(417.1000061035156, 396.6200256347656, 446.60198974609375, 409.0130310058594)"
irrelevant,4210940000000000,"(467.739990234375, 382.70001220703125, 541.2684326171875, 391.70001220703125)"
irrelevant,5,"(467.739990234375, 393.6200256347656, 472.301513671875, 402.6200256347656)"
relevant,28885,"(477.94000244140625, 406.22003173828125, 502.4094543457031, 415.22003173828125)"
relevant,449979,"(476.8599853515625, 419.5600280761719, 508.88201904296875, 431.9530334472656)"
irrelevant,payment,"(178.3699951171875, 460.3600158691406, 214.90371704101562, 469.3600158691406)"
irrelevant,by,"(216.77000427246094, 460.3600158691406, 226.07574462890625, 469.3600158691406)"
irrelevant,bank,"(227.80999755859375, 460.3600158691406, 248.32577514648438, 469.3600158691406)"
irrelevant,transfer,"(250.1300048828125, 460.3600158691406, 287.1737976074219, 469.3600158691406)"
irrelevant,name,"(178.3699951171875, 472.1200256347656, 202.52218627929688, 481.1200256347656)"
irrelevant,bailey,"(204.52398681640625, 472.1200256347656, 226.34573364257812, 481.1200256347656)"
irrelevant,dupont,"(228.38299560546875, 472.1200256347656, 255.86866760253906, 481.1200256347656)"
irrelevant,number,"(257.90301513671875, 472.1200256347656, 290.4252014160156, 481.1200256347656)"
irrelevant,0123,"(291.9100036621094, 472.1200256347656, 310.26849365234375, 481.1200256347656)"
irrelevant,4567,"(178.3699951171875, 481.6000061035156, 196.61151123046875, 490.6000061035156)"
irrelevant,8901,"(198.0500030517578, 481.6000061035156, 216.29151916503906, 490.6000061035156)"
irrelevant,please,"(178.3699951171875, 494.9200134277344, 201.81103515625, 503.9200134277344)"
irrelevant,pay,"(203.57000732421875, 494.9200134277344, 216.63475036621094, 503.9200134277344)"
irrelevant,within,"(218.4499969482422, 494.9200134277344, 241.52052307128906, 503.9200134277344)"
relevant,32,"(243.2899932861328, 494.9200134277344, 252.41151428222656, 503.9200134277344)"
irrelevant,days,"(254.3300018310547, 494.9200134277344, 270.3240051269531, 503.9200134277344)"
irrelevant,phone,"(60.14400100708008, 566.9200439453125, 86.1385498046875, 575.9200439453125)"
relevant,6348686952x4508,"(60.14400100708008, 582.1600341796875, 131.64755249023438, 591.1600341796875)"
irrelevant,web,"(60.14400100708008, 614.9500122070312, 77.04550170898438, 623.9500122070312)"
relevant,httpwwwshawcom,"(60.14400100708008, 630.1900024414062, 145.1150360107422, 639.1900024414062)"
irrelevant,postal,"(60.14400100708008, 662.8300170898438, 88.2636947631836, 671.8300170898438)"
irrelevant,address,"(90.02400207519531, 662.8300170898438, 123.19324493408203, 671.8300170898438)"
relevant,760,"(60.14400100708008, 674.5900268554688, 73.83152770996094, 683.5900268554688)"
relevant,ashley,"(75.86700439453125, 674.5900268554688, 99.8487319946289, 683.5900268554688)"
relevant,wall,"(101.88600158691406, 674.5900268554688, 118.36943054199219, 683.5900268554688)"
relevant,south,"(60.14400100708008, 684.0700073242188, 81.4325180053711, 693.0700073242188)"
relevant,stephanieborough,"(60.14400100708008, 693.550048828125, 129.90760803222656, 702.550048828125)"
relevant,md,"(131.96400451660156, 693.550048828125, 145.1961212158203, 702.550048828125)"
relevant,13627,"(60.14400100708008, 703.030029296875, 82.94551849365234, 712.030029296875)"
relevant,parker,"(58.4640007019043, 56.1300048828125, 113.41328430175781, 77.1300048828125)"
relevant,plc,"(58.4640007019043, 70.42999267578125, 89.1702651977539, 91.42999267578125)"
irrelevant,business,"(60.14400100708008, 110.1500244140625, 95.58125305175781, 119.1500244140625)"
irrelevant,code,"(97.2239990234375, 110.1500244140625, 117.22453308105469, 119.1500244140625)"
relevant,5255980,"(60.14400100708008, 125.27001953125, 92.06551361083984, 134.27001953125)"
irrelevant,invoice,"(178.3699951171875, 106.7900390625, 209.00852966308594, 115.7900390625)"
relevant,4511,"(216.1699981689453, 106.7900390625, 234.05152893066406, 115.7900390625)"
irrelevant,date,"(178.3699951171875, 157.42999267578125, 197.1735382080078, 166.42999267578125)"
relevant,20220406,"(178.3699951171875, 172.6700439453125, 220.37152099609375, 181.6700439453125)"
irrelevant,issued,"(178.3699951171875, 204.95001220703125, 204.5351104736328, 213.95001220703125)"
irrelevant,to,"(206.2100067138672, 204.95001220703125, 216.36898803710938, 213.95001220703125)"
relevant,nancy67exampleorg,"(178.3699951171875, 230.030029296875, 260.861328125, 239.030029296875)"
irrelevant,description,"(157.6999969482422, 258.02001953125, 206.89854431152344, 267.02001953125)"
irrelevant,rate,"(320.7099914550781, 258.02001953125, 339.6035461425781, 267.02001953125)"
irrelevant,qty,"(395.3800048828125, 258.02001953125, 410.3317565917969, 267.02001953125)"
irrelevant,total,"(481.5400085449219, 258.02001953125, 505.33074951171875, 267.02001953125)"
relevant,drive,"(157.6999969482422, 269.300048828125, 176.08303833007812, 278.300048828125)"
relevant,ubiquitous,"(178.09400939941406, 269.300048828125, 217.1190948486328, 278.300048828125)"
relevant,technologies,"(219.11607360839844, 269.300048828125, 265.8000793457031, 278.300048828125)"
relevant,7535,"(320.7099914550781, 269.300048828125, 341.2284851074219, 278.300048828125)"
relevant,5,"(395.3800048828125, 269.300048828125, 399.9415283203125, 278.300048828125)"
relevant,37675,"(481.5400085449219, 269.300048828125, 511.1814880371094, 278.300048828125)"
relevant,innovate,"(157.6999969482422, 305.05999755859375, 189.76304626464844, 314.05999755859375)"
relevant,strategic,"(191.7650146484375, 305.05999755859375, 223.29071044921875, 314.05999755859375)"
relevant,content,"(225.35304260253906, 305.05999755859375, 253.90069580078125, 314.05999755859375)"
relevant,25365,"(320.7099914550781, 305.05999755859375, 345.7914733886719, 314.05999755859375)"
relevant,5,"(395.3800048828125, 305.05999755859375, 399.9415283203125, 314.05999755859375)"
relevant,126825,"(481.5400085449219, 305.05999755859375, 515.7445068359375, 314.05999755859375)"
relevant,architect,"(157.6999969482422, 340.82000732421875, 189.99166870117188, 349.82000732421875)"
relevant,strategic,"(192.02601623535156, 340.82000732421875, 223.54270935058594, 349.82000732421875)"
relevant,synergies,"(225.60504150390625, 340.82000732421875, 259.83306884765625, 349.82000732421875)"
relevant,48582,"(320.7099914550781, 340.82000732421875, 345.7914733886719, 349.82000732421875)"
relevant,2,"(395.3800048828125, 340.82000732421875, 399.9415283203125, 349.82000732421875)"
relevant,97164,"(481.5400085449219, 340.82000732421875, 511.1814880371094, 349.82000732421875)"
irrelevant,sub,"(417.1000061035156, 407.5400085449219, 431.8505554199219, 416.5400085449219)"
irrelevant,total,"(432.4599914550781, 407.5400085449219, 456.250732421875, 416.5400085449219)"
irrelevant,tax,"(417.1000061035156, 419.8000183105469, 430.89739990234375, 428.8000183105469)"
irrelevant,total,"(417.1000061035156, 432.4000244140625, 446.60198974609375, 444.79302978515625)"
relevant,261664,"(473.3800048828125, 407.4200134277344, 502.28643798828125, 416.4200134277344)"
relevant,17692,"(477.94000244140625, 420.0400085449219, 502.4094543457031, 429.0400085449219)"
relevant,279356,"(476.8599853515625, 433.2400207519531, 508.88201904296875, 445.6330261230469)"
irrelevant,payment,"(178.3699951171875, 474.1600341796875, 214.90371704101562, 483.1600341796875)"
irrelevant,by,"(216.77000427246094, 474.1600341796875, 226.07574462890625, 483.1600341796875)"
irrelevant,bank,"(227.80999755859375, 474.1600341796875, 248.32577514648438, 483.1600341796875)"
irrelevant,transfer,"(250.1300048828125, 474.1600341796875, 287.1737976074219, 483.1600341796875)"
irrelevant,name,"(178.3699951171875, 485.9200134277344, 202.52218627929688, 494.9200134277344)"
irrelevant,bailey,"(204.52398681640625, 485.9200134277344, 226.34573364257812, 494.9200134277344)"
irrelevant,dupont,"(228.38299560546875, 485.9200134277344, 255.86866760253906, 494.9200134277344)"
irrelevant,number,"(257.90301513671875, 485.9200134277344, 290.4252014160156, 494.9200134277344)"
irrelevant,0123,"(291.9100036621094, 485.9200134277344, 310.26849365234375, 494.9200134277344)"
irrelevant,4567,"(178.3699951171875, 495.4000244140625, 196.61151123046875, 504.4000244140625)"
irrelevant,8901,"(198.0500030517578, 495.4000244140625, 216.29151916503906, 504.4000244140625)"
irrelevant,please,"(178.3699951171875, 508.72003173828125, 201.81103515625, 517.7200317382812)"
irrelevant,pay,"(203.57000732421875, 508.72003173828125, 216.63475036621094, 517.7200317382812)"
irrelevant,within,"(218.4499969482422, 508.72003173828125, 241.52052307128906, 517.7200317382812)"
relevant,60,"(243.2899932861328, 508.72003173828125, 252.41151428222656, 517.7200317382812)"
irrelevant,days,"(254.3300018310547, 508.72003173828125, 270.3240051269531, 517.7200317382812)"
irrelevant,phone,"(60.14400100708008, 580.7200317382812, 86.1385498046875, 589.7200317382812)"
relevant,6340201570x61536,"(60.14400100708008, 595.989990234375, 136.21055603027344, 604.989990234375)"
irrelevant,web,"(60.14400100708008, 628.75, 77.04550170898438, 637.75)"
relevant,httpwwwperkinscom,"(60.14400100708008, 643.989990234375, 152.54006958007812, 652.989990234375)"
irrelevant,postal,"(60.14400100708008, 676.6300048828125, 88.2636947631836, 685.6300048828125)"
irrelevant,address,"(90.02400207519531, 676.6300048828125, 123.19324493408203, 685.6300048828125)"
relevant,328,"(60.14400100708008, 688.3900146484375, 73.83152770996094, 697.3900146484375)"
relevant,delacruz,"(75.86700439453125, 688.3900146484375, 107.37617492675781, 697.3900146484375)"
relevant,mill,"(109.44599914550781, 688.3900146484375, 123.2834243774414, 697.3900146484375)"
relevant,west,"(60.14400100708008, 697.8699951171875, 79.10664367675781, 706.8699951171875)"
relevant,kaylatown,"(81.1409912109375, 697.8699951171875, 121.76258850097656, 706.8699951171875)"
relevant,vi,"(123.81897735595703, 697.8699951171875, 131.24356079101562, 706.8699951171875)"
